name,text
Mr WHITELEY ,The ALP's scare campaign over the replacement of the Northern Tasmanian Federal Circuit Court judge is irresponsible and is needlessly concerning vulnerable families. The position is not vacant for another few months and an announcement of the appointment will be made closer to the time the position needs to be filled. I can report to the people of north-west and Northern Tasmania that consideration is being given to Justice Roberts's replacement. It is well advanced and normal practice will see an appointment made just a few weeks out. This sordid campaign was always about creating fear in vulnerable people. Their inflated objection is overruled.
The SPEAKER,"In accordance with standing order 43, the time for members' statements has concluded."
Mr SHORTEN ,My question is to the Prime Minister. Australians have been shocked and angered by evidence revealed at the royal commission into child sexual abuse. In September last year the royal commission's final report on redress and litigation recommended a single national redress scheme for survivors of child sexual abuse. Labor committed to a single national redress scheme in October last year. Will the Prime Minister join with Labor and commit to a single national redress scheme for survivors of child sexual abuse?
Mr TURNBULL ,"I thank the Leader of the Opposition for his question on this very important matter. The government has carefully considered the royal commission's recommendations and will lead the development of a national approach to redress for victims of institutional child sexual abuse. We recognise the importance of developing such a national approach to redress as quickly as possible. Survivors want redress—they deserve redress—to assist with the healing process. We have commenced discussions with the states and territories to carefully work through these many complex issues. Mr Speaker, I am going to invite the Minister for Social Services to add to this. As you know, he is a former Treasurer and Attorney-General of Western Australia and administered the redress scheme in that state while he was a minister in Western Australia."
Mr PORTER ,"I thank the Prime Minister, and I thank the Leader of the Opposition for his question. It is the case that I did have the opportunity to fund and administer the redress scheme in Western Australia. Also, as a Crown prosecutor, I prosecuted many trials where I saw firsthand the anguish of victims of sexual offences, and I am very well aware of the need not to revictimise people through a process such as this.
Leader of the Opposition, you make the point that there were two models that were considered by the royal commission. The first was a national scheme, which is of course fully administered by the Commonwealth. The second, at page 27, was described like this: 'We accept that state and territory schemes involving government and nongovernment institutions are the next best option and are significantly preferable to schemes operated by individual institutions or groups of institutions.' The Prime Minister has described the fact that we have commenced negotiation around schemes which are of that type, which is a national approach; the idea being that in each state-based scheme there would be a federated option and consistency of outcome so that anyone who applied through a scheme in a starting jurisdiction like South Australia, Victoria or Western Australia would be treated in the same way.
I do not think anyone in this House should underestimate the intense difficulty that will be occasioned in trying to negotiate either a national scheme or a national approach—and we favour the latter. This will of course revolve around issues of funding. After careful consideration, one of the reasons that we determined to follow the second of the two options that the royal commission noted is that it will necessarily involve cooperation and agreement from each and every jurisdiction. There is a difficulty that I think that we face up-front, and I will read some comments from the South Australian Premier. He said:
If the commonwealth want to establish their own scheme and fund it, well and good.
I know for many it might seem like the payment of money is the most important thing, but the truth is it can often not be the salve that many people think.
We note that a national scheme is being proposed. We do not think it properly takes into account the steps we have already taken here in South Australia.
The difficulty is that we have already had one state effectively say no to the approach that the royal commission recommended first and that those opposite have adopted. We are trying the second way and I do believe we can be successful."
Mrs GRIGGS ,My question is to the Prime Minister. Will the Prime Minister please outline to the House how rural and regional Australia is successfully transitioning to the new economy?
Mr TURNBULL ,"I thank the member for Solomon for her question. Ours is a government directing every effort to ensure we continue our successful transition from the mining-led investment boom to broader-based growth driven by services, exports, innovation and technology—the new economy which offers our children and grandchildren the greatest opportunities imaginable and that ensures in these, the most exciting times for Australians, that we are able to seize those great opportunities.
Some of Australia's greatest exports—agriculture, international education and tourism—are spearheading this transition, and they have helped to add more than 300,000 new jobs to our economy over the past year. We have seen through the year strong economic growth of three per cent. Yesterday's national accounts show how well we are transitioning, how well we are progressing and how much better we are doing than other comparable economies. But we have to use carefully every lever of government, every instrument of policy, to ensure that we make this successful transition.
Our initiatives include the $1.1 billion innovation agenda. This is working to generate more and better paid jobs. It is serving to encourage investment, to inspire people to have a go and take risks, and to inspire entrepreneurship. It is encouraging scientists and technologists to cooperate better with business and industry. Of course, integrally connected to this is the defence white paper, which will also spur jobs growth and investment right across the country and especially in regional Australia. Local jobs will be generated through a range of projects—from the RAAF base in Amberley in Queensland, to work on the Puckapunyal military area in Victoria and upgrades to the Cultana training area and Woomera range complex in South Australia. Our defence estate will be upgraded right around the country. We will see defence industry contractors getting more work and more opportunities for innovation.
The innovation is not just about lab research or technology start-ups. Examples abound of leading-edge technology revolutionising food and fibre production by farm businesses small and large across Australia. When visiting Bundaberg, Queensland, recently we witnessed Craig Van Rooyen, a lychee, avocado and macadamia grower, using drones that looked as though they had stepped out of a science fiction movie to chase away bats and birds and reduce the losses on his crops from 30 per cent to five per cent. That is real innovation. (Time expired)"
Mr SHORTEN ,"My question is to the Prime Minister. I refer to the Australian Federal Police investigation into leaked national security documents. The Treasurer said this morning:
… whoever the culprit was, well, I certainly hope the Secretary of Defence gets their man or woman.
Will the Prime Minister today explicitly express confidence that this leak has not come from any current or former member of the National Security Committee of Cabinet?"
Mr Pyne,"Mr Speaker, I rise on a point of order. How could that possibly be within the Prime Minister's knowledge when, obviously, the purpose of the investigation is to determine from where the leak has come?"
NA,Mr Husic interjecting—
The SPEAKER,The member for Chifley will cease interjecting.
NA,Mr Snowdon interjecting—
NA,Mr Dreyfus interjecting—
The SPEAKER,The member for Lingiari will cease interjecting and the member for Isaacs will cease interjecting.
Mr Burke,"Mr Speaker, on that point of order: previously the Prime Minister has expressed confidence in ministers who are under investigation. We are now asking him whether he will express confidence in the National Security Committee and its former members. It would be extraordinary if that is a question that is somehow not allowed, particularly when investigations previously have provided no bar for the Prime Minister to express confidence in some of his former ministers."
The SPEAKER,"I will make a brief comment. The question was broader than the way it was portrayed by the Manager of Opposition Business. The first part of the question was certainly within order, and I will ask the Prime Minister to address that. He can address any aspect of it, if he wishes."
Mr TURNBULL ,"Of course I have confidence in all of my ministers. As this matter is part of an ongoing investigation, including careful investigation by the Australian Federal Police, I am not going to comment on it any further. The Leader of the Opposition should consider whether he wants to continue to make mischief out of what is a very serious matter."
Mr RAMSEY ,My question is to the Deputy Prime Minister and Minister for Agriculture and Water Resources. Will the Deputy Prime Minister update the House on how the government's policies are helping to grow Australia's rural exports. How is this growth playing a key role in rebalancing the Australian economy following the resources boom? Is the Deputy Prime Minister aware of any threats to the progress the government is making?
Mr JOYCE ,"I thank the honourable member for his question. I note that the honourable member lives in an area which has large-scale farming and is obviously one of the largest electorates in Australia—certainly the largest electorate in South Australia—and that he is a person with extensive farming experience.
It is good to note the returns that we are getting as a manifest expression of the good economic management of this side of the House in the agricultural sector. We note that, as the latest figures show, Australia's economic growth is about three per cent, which is better than the OECD average. That is also a sign of the overall management of our nation. But the gross value of farm production for the financial year ending 2015-16 is predicted by ABARES to be at 9.3 per cent. This in itself is three times better than the national average growth across the whole economy, and vastly—four times—better at least than the OECD growth. This is what is happening in our nation now.
Livestock is another classic example of this. In the financial year we are looking at a 13.3 per cent gross value increase in livestock production, which in itself is going all the way back through the farm gate and giving us a net average farm cash income of $179,000 from a gross income of around about $519,000. This is the highest in 20 years, and it shows that we are standing behind and delivering on our promise—we are delivering a better return through the farm gate. Of course the difference between those two figures, of around about $340,000, is the money that is going to the farm businesses, the hardware suppliers, the fuel suppliers and all of the other sections in those regional towns, boosting their economy as well. We stand behind this economic narrative with our white paper, which is delivering up to a quarter of a billion dollars a year in concessional loans to help those in droughts. We have the country of origin labelling which we are bringing forward; we have the ag commissioners who are now residing overseas to draw that product through; and we have a new ACCC commissioner in Mick Keogh.
Today we announced $31 million to increase the water infrastructure for Bothwell in the seat of Lyons, and in Riverina and Farrer we announced a further $12 million for irrigation infrastructure. We are building the architecture that stands behind agriculture production.
Finally, you asked if there are any threats to this. Quite obviously, one threat is a side of government—the Labor-Independent-Green side—which, at this point, has never come to this dispatch box and actually talked about an agricultural policy. This is the second-biggest export in this nation after iron ore, and they cannot even give it the dignity— (Time expired)"
Mr BOWEN ,"My question is to the Treasurer. This morning the Treasurer staked his reputation on the credibility of the BIS Shrapnel report, claiming that it was about Labor's negative gearing reforms. But BIS Shrapnel has subsequently said:
… the assumptions do not align with Labor's policy.
Will the Treasurer admit his claims are entirely wrong and will he also acknowledge that he attached himself to a report with a $1 trillion error?"
NA,Honourable members interjecting—
The SPEAKER,The members on both sides will cease interjecting.
NA,Mr Sukkar interjecting—
The SPEAKER,The member for Deakin is warned.
Mr MORRISON ,"I thank the member very much for his question. Let us look at what the report has modelled. It has modelled, for established dwellings, the removal of a tax deductibility of losses on established residential property against general income—that is their policy. New properties are exempt—that is their policy. The change applies to established dwellings only. New dwellings continue to attract concessions as per usual—this is their policy. It has grandfathering as well—that is their policy. Tick, tick, tick—that is their policy.
It is true that the BIS Shrapnel modelling does not include all the elements of Labor's policy. It does not include the 50 per cent increase in capital gains tax. It does not include that at all. But what it does conclude—even just on the few things that it has picked up—is that rents will rise by 10 per cent. It does pick up that new home building will shrink by four per cent nationally. It does say that it will hit GDP by $19 billion a year. It does say that 70,000 extra households will go into rental stress. It does say all of that. What it says is Labor's policy is bad if you own a home—"
NA,Honourable members interjecting—
The SPEAKER,The level of interjections on both sides is far too loud.
NA,Ms Butler interjecting—
The SPEAKER,The member for Griffith is warned.
Mr MORRISON,"It says, under Labor's proposals, it is bad if you own a home, it is bad if you invest in a home and it is bad if you rent a home. They did not miss anyone. They hit them all. The member for McMahon has come to the dispatch box all hairy chinned and hairy chested and talked about a typo in the report. Well, the member for McMahon was very kind when I became Treasurer. He gave me a copy of his book and I read his book. When he was talking about the superannuation reforms under his hero, PJ, he said:
It was estimated the national pool of savings would increase by $500 million by 2037.
Didn't you mean billion? If you want to talk about typos, check your own book."
The SPEAKER ,"I would like to inform members we have present in the gallery this afternoon the Premier of Tasmania, Mr Will Hodgman. On behalf of the House, I give you a warm welcome. We also have present former minister and member for Hughes, the Hon. Danna Vale."
Honourable members,"Hear, hear!"
Mr KATTER ,"My question is to the Treasurer. Far North Queensland—paradise—is Australia's No. 2 destination for tourists, a quarter of whom are backpackers. It is a tourism industry only facilitated by working on bananas, mangoes, avocados and horticulture. Surely imposing a punitive backpacker tax combined with pointless superannuation pain threatens $1 billion a year in tourism and $1 billion a year in horticulture?"
Mr MORRISON ,"I thank the member for Kennedy for his question and I thank him for his concern about these issues and those concerns are reflected by a number of members on this side of the House who I have been working with, particularly the Leader of the Nationals, the member for Murray, the member for Mallee, the member for Leichhardt and the list goes on. They are issues that are being addressed in relation to the measure that was introduced in the last budget and that is true. Let us understand what was done in the last budget. What was done was the tax-free threshold was increased to $18,200—for the benefit of the member for McMahon. When that was increased, backpackers who had been paying tax because the threshold had been a lot lower were no longer playing tax. So in the last budget backpackers were treated as foreign residents for the purposes of the tax act. If there are implementation or transition issues that need to be addressed then of course I will continue to work with the government members who have raised this with me, particularly the Leader of the Nationals.
But what we need to understand is if we are to address this issue then we need to address the fundamental question of what is being asked for—that is, that there be a taxpayer funded incentive to employ foreign workers to work in particular industries. That is basically the proposal because it would be saying backpackers would not be treated as foreign resident income taxpayers in Australia. Now if that is an incentive or a concession that needs to be addressed in a particular sector then we would need to identify which sector—is it the hospitality sector, is it agriculture, is it abattoirs or any of these? These are very genuine questions and we will work through those issues. We will also ensure that we will do so in a way that does not impair the budget."
Mr SUKKAR ,"My question is to the Treasurer. Will the Treasurer update the House on how Australia is successfully transitioning to a more diversified economy. Is the Treasurer aware of any risks to jobs and growth during this transition and, in particular, any alternative policies that could potentially dent confidence and reduce investment?"
Mr MORRISON ,"I thank the member for Deakin for his question. He, like so many members on this side, is very pleased about the fact that our economy, as the Prime Minister was saying, is transitioning positively. This is a good thing. Yesterday's national accounts with real GDP growth through the year of three per cent is something we on this side of the House are very pleased to see and we are very pleased to see that continuing increased household consumer confidence. New dwelling investment, particularly in the apartment sector, which is often driven by investors, and services in agricultural exports is improving. But today we have further data which shows that the AiG Performance of Services Index recorded in February the strongest rise in 14 months. The VFACTS new vehicle sales data for February was up 14.3 per cent—6.7 per cent over the past year. Importantly, business buyers for vehicles were up 15.6 per cent over the year. Our economy is successfully transitioning and how we manage that transition is the key challenge facing the country going forward. That is an important responsibility for the government. It is one we continue to manage well.
But there are threats to it. Those threats sit opposite in the proposals that are put forward. The negative gearing proposal that they have put forward, as I just referred to in a previous answer—there is independent modelling, which I should stress is by an organisation which was quoted by the member for Fraser when he wanted to talk about property prices in Canberra; it has been quoted by the former union of the Leader of the Opposition, the AWU; and it has been quoted by the ACTU as well. They have delivered a report which shows that rents will be up; GDP will be hit by $19 billion; there will be 175,000 fewer jobs; house prices will fall; 70,000 householders will be put into housing stress and that $1 billion a year in revenue will be lost to the states.
It is bad if you own a home. It is bad if you want to invest in a home. It is bad if you rent a home. It is also bad if you want to build a home. And that is not the full story, as I said, because the increase of 50 per cent in capital gains tax is not included in those numbers. It shows that those opposite have rushed out there without doing their homework on an important area of economic policy. That is why they cannot be trusted to manage the successful transition that is occurring in this economy."
NA,Mr Watts interjecting—
The SPEAKER,The member for Gellibrand is warned.
Mr SHORTEN ,"My question is to the Prime Minister. Today the Treasurer has continually staked his credibility on the credibility of the BIS Shrapnel report. Is the Prime Minister aware that respected economist John Daley of the Grattan Institute has rejected that same report, saying:
Voters should be asking themselves whether a responsible government would rely on this sort of nonsense in a public policy debate.
Is this morning's farcical performance from the Treasurer what the Prime Minister meant when he promised to respect the intelligence of the Australian people?"
Mr TURNBULL ,"I thank the opposition leader for his question. As honourable members are aware, more than 65 per cent of Australian households' net worth is in residential real estate. The family home is the largest single asset class in Australia. It is about $5.6 trillion, nearly three times the size of the total amount held in superannuation. ABS data shows that investors account for about 37 per cent of new lending for housing. Labor's policy would mean that a significant number of these investors would withdraw from the market for existing houses. It would push down existing house prices. It would result in a reduction of the amount of property available for tenants to rent.
The honourable members opposite have gone much further than simply dealing with housing affordability. They have a policy document, which I have a copy of here, which says, 'Positive plan to help housing affordability'. There has been a lot of discussion about negative gearing as it relates to existing residential properties. What honourable members may not be aware of is that the opposition proposes to eliminate negative gearing in respect of shares and any other assets. They will limit negative gearing only to new residential properties.
That would mean that if a wage earner decided to go into partnership with a friend and buy a truck, borrowed money to pay for that truck, operated that trucking business and that trucking business ran at a loss, they would not be able to offset those losses against their ordinary income. It means that if a person set out to borrow money to buy shares—it might be shares in a private company that is operating a business—and if that did not generate the returns they expected and their investment lost money, they would not be able to offset that against their wage or salary income.
In addition to that, of course, the Labor policy reduces the discount for capital gains tax. It adds 50 per cent to capital gains tax. The honourable members opposite are right that the BIS Shrapnel report did not take into account those matters. The Labor policy is so much more extreme, so much worse than that contemplated by BIS Shrapnel. No-one could have imagined such a reckless assault on Australians' economic freedom as this. (Time expired)"
NA,Ms Plibersek interjecting—
The SPEAKER,The member for Sydney will cease interjecting.
The SPEAKER ,We also have present in the gallery Tasmanian minister Matthew Groom. We welcome you. I also inform the House that we have present in the gallery this afternoon a delegation from Papua New Guinea who are here for the 24th Australia-PNG forum. I extend a very warm welcome to you.
Honourable members,"Hear, hear!"
Mrs MARKUS ,My question is to the Minister for Social Services. Will the minister update the House on what the government is doing to help Australians with the important issues of housing and rental affordability. Is the minister aware of any impediments to addressing housing and rental affordability for everyday Australians?
Mr PORTER ,"I thank the member for her question and I note her great interest in this area. Perhaps the starting point to answering that question is to note something that is probably not known very broadly. That is that the Commonwealth government spends $6 billion annually on housing and homelessness, including Commonwealth rent assistance of $4.4 billion per year.
We have established a working group with assistance that has been led by the Assistant Minister to the Treasurer, the member for Mitchell. We are looking at the way in which we can cooperatively work with the states. The short answer to the question from the member is that this must be a process about investigating the supply side of the market. It is a very complex, multicausal issue, but ultimately you cannot affect rental affordability and housing affordability without affecting the supply side of the market. We have representatives from the New South Wales, Victorian and Western Australian governments helping to look at the way we are spending money and the way in which they are spending money, but it must address the supply side of the market.
In fact, we think the supply side is important and that is what members opposite used to think was important. It is precisely because supply is critical to housing and rental affordability that members opposite developed NRAS, the National Rental Affordability Scheme. At least that had the virtue of tackling supply, which is the problem. It did not work very well—unless, of course, you are a university trying to attract a foreign student—but at least it had the virtue of looking at the supply side of the market.
What we have here is a situation where Labor used to think that by looking at the supply side of the market they would make a difference. Now they think you can improve housing and rental affordability by placing a tax increase on the demand for established homes. We have heard some quotes from the BIS document today. But I would just like to quote a different document—not a political document, not from anyone involved in politics whatsoever. Two New South Wales academics wrote a great article called 'Price and efficiency effects of taxes and subsidies'. Keep in mind that what Labor are proposing is a tax rake on investor-owned properties, an increased tax on rental incomes. These two academics modelled a 10 per cent tax increase on rental incomes. This is modelling, by the way, member for Fraser; you can explain it to the rest of the caucus. They found that that 10 per cent tax increase on rental incomes causes investor demand for housing to fall: 'Given that investors own 30 per cent of dwellings, and a price elasticity of demand in home owner markets of minus one, the price for houses will fall by three per cent. To recover the 10 per cent increase in costs, investors raise rents by seven per cent and pay three per cent less for properties.' (Time expired)"
Mr BOWEN ,"My question is to the Treasurer. This morning, when speaking about Labor's negative gearing policy, the Treasurer said, 'That's three strikes and you're out.' Is the Treasurer aware that the BIS Shrapnel report was paid for by an anonymous client with a commercial interest, confused the GDP of Australia and New Zealand and was done before Labor's policy was even released? Isn't it 'three strikes and you're out' for the Treasurer?"
Mr MORRISON ,"I thank the member for McMahon for his question. I refer him to the comments of his own alleged modeller, Professor Holden. When asked about negative gearing 12 months ago, Professor Holden said:
Ending negative gearing could obliterate the housing market, and at a minimum would hurt those invested in rental properties.
That is what the good friend of the member for Fraser said. The member for Fraser blogs on attending weddings with Labor's modellers. In this case we have his comment in relation to negative gearing."
NA,Dr Leigh interjecting—
The SPEAKER,The member for Fraser will put down his prop.
Mr MORRISON,"He also makes reference to the timing of BIS Shrapnel's report. Well, the McKell report, which those opposite rely on, was published six months before Labor's announcement. And the NATSEM modelling that they rely on—this is all the modelling they talk about—was published nearly a year before Labor's policy was released. So those opposite have not only modelled their own policy, but now, when a respected organisation like BIS Shrapnel has conducted work on key elements of the policy which has been put forward—and, as the Prime Minister said, not in their wildest dreams could BIS Shrapnel have predicted that Labor would not only smash negative gearing in the way they propose to do but on top of that would actually put up the capital gains tax by 50 per cent on those same investments. They could not even imagine a policy that would be so daft."
NA,Mr Bowen interjecting—
Mr MORRISON,"The member for McMahon makes reference again to this typo in the report. What it was referring to was $1.9 trillion in terms of the average of the economy over the next 10 years. The MYEFO forecasts themselves have a medium-term projection which is consistent with that, which I would suggest to the member for McMahon that he might want to familiarise himself with. When the member for McMahon wrote his own book, he could not get $500 million and $500 billion worked out! The member for McMahon is out there with a policy which we know is going to attack homeowners, renters and investors. And who are those investors that he wants to attack? As we have said time and time again, two-thirds of those claiming net rental losses have a taxable income of $80,000 or less. Those opposite are saying to the policemen, policewomen, nurses, teachers, paramedics, mums and dads and servicemen and women that it is over.; you cannot go out and invest to try and make a future for yourself. They are going to preserve that right for chief executives earning $2 million a year and $100,000 a year in share dividends."
NA,Opposition members interjecting—
The SPEAKER,The member for Parramatta will cease interjecting. The members for Sydney and Isaacs are continually interjecting. They are warned.
Mr VAN MANEN ,"My question is to the Minister for Industry, Innovation and Science representing the Minister for Employment. Will the minister outline to the House the government's commitment to ensure that employer and employee organisations always act in the best interests of their members? What steps are the government taking to end systematic corruption and are there any obstacles to cleaning up union governance for the benefit of workers and the economy?"
Mr PYNE ,"I thank the member for Forde for his question. He, like me and every member on this side of the House, takes very seriously the cleaning up of the workplaces of Australia, the cleaning up of unions and creating fair workplaces. In contrast, the other side of the House are blocking the parliament from doing just that. We were elected on a platform of reinstituting the Australian Building and Construction Commission and creating the Registered Organisations Commission."
NA,Mr Champion interjecting—
The SPEAKER,"The member for Wakefield will leave under 94(a).
The member for Wakefi el d then left the chamber."
Mr PYNE,"This was done before the election. We won the election and we have a mandate to do both of those things. We want to support honest union bosses and remove the bad apples from the union bosses' barrel who give unions a bad name. Now what is wrong with that? What is wrong with trying to remove from the barrel of bad apples those union bosses who give good union bosses a bad name? There are very good unions and there are good union bosses, and their reputation should not be stained by the dodgy practices of union bosses who are not doing the right thing.
We want to end the practice of secret payments, unlawful payments and secret commissions to trade union slush funds and their associated entities. We want to end the practice that allowed, for example, the cleaners who worked for Cleanevent having their penalty rates traded away in exchange for cash payments and lists to the union which were then used for membership purposes within the ALP—one of the greatest industrial scandals in Australia's recent history, carried on by the AWU.
Labor, by contrast, have a very weak policy in this area. Not only are they opposing the Australian Building and Construction Commission; they are also opposing the Registered Organisations Commission. They were lukewarm in their support of the royal commission and in fact have not supported the recommendations that the royal commission handed down. Their policy in this area includes tougher sanctions for the auditor than it does for the dodgy union boss. In fact, the only criminal sanction included in the Labor Party's new policy in this area is on the auditor, not the dodgy union boss. The auditor gets a criminal sanction. The auditor can go to prison. The dodgy union boss is allowed to escape unscathed. They may have a civil penalty but certainly not a criminal penalty.
The only side of the House that is serious about cleaning up the union movement through the Registered Organisations Commission is this side of the House. While the economy is in transition, we need safe and fair workplaces. We need unions that are working for the workers' interests, not for their own interests. If you want a clean and fair workplace then you need to vote for the coalition."
Ms KATE ELLIS ,"My question is to the Prime Minister. Are the reports accurate that the Prime Minister is preparing to walk away from changes to negative gearing because he has been backed into a corner by a full-frontal assault from the former Prime Minister and the backbench? Isn't it the case that, by rejecting Labor's housing affordability plan, the Prime Minister is choosing to protect $32 billion of tax loopholes at the same time he is cutting $30 billion from our schools?"
Mr TURNBULL ,"I do thank the member for Adelaide for her question, touching as it does on the Labor Party's negative-gearing policy—or, as she described it and as it is headlined, its plan to help housing affordability. It is perfectly clear that the consequence of the Labor Party's policy will be to reduce the supply of rental housing, to increase rents and to reduce the value of the family home. It constitutes a massive shock to the housing market.
But it goes much further than that. I suspect that at least some honourable members opposite were not aware of how radical this policy is. The policy document is headed 'housing affordability', but in fact what it does is it removes the right to offset the losses from any investment against wages or salary—personal income—unless that investment is a piece of new residential housing. It expressly prohibits negatively gearing investments in shares and other assets, as the shadow Treasurer said this morning.
What this would mean, as I said earlier, in this extraordinary assault on business and especially small business is that, if people clubbed together in a partnership and bought a truck and it operated at a loss, they could not offset that against their wages. If some people set up a business and borrowed money to buy the shares in the company to capitalise the company, they could not offset any losses against their income. What this constitutes is a full-frontal assault on business in Australia It seeks to restrict citizens' ability to invest not just in established residential property but in every single asset class other than new residential property. The scale of this disruption is enormous. It goes well beyond property. It is no surprise that honourable members and, I suspect, the public assumed that this only related to housing because it was expressed in a document headed 'housing affordability'. This is an assault on private enterprise, it is an assault on economic freedom and, when the Labor Party talks about modelling and criticising modelling that was done before their policy was released, the real question is: why haven't they modelled their policy? Where is their modelling? Where is their assurance? (Time expired)"
The SPEAKER ,"I inform the House that we have present in the gallery this afternoon a delegation from Germany led by Mr Volkmar Klein and also accompanied by the German ambassador, Mr Christoph Muller. I extend a very warm welcome to all of you."
Honourable members,"Hear, hear!"
Mr WOOD ,My question is to the Minister for Justice and Minister Assisting the Prime Minister on Counter-Terrorism. Will the minister update the House on the Joint Police Taskforce into Industrial Criminality and Corruption? How is the taskforce tackling corrupt practices in the union movement?
Mr KEENAN ,"I thank the member for La Trobe for that question. I acknowledge that he, as a former police officer, is always interested in respect for the rule of law. Late last year the Royal Commission into Trade Union Governance and Corruption revealed evidence of widespread and deep seated corruption and lawlessness amongst some union officials. The commissioner conducted investigations for approximately 21 months, held 189 days of hearings and heard from more than 500 witnesses, but even after these extensive investigations the report only revealed 'the small tip of an enormous iceberg', according to Commissioner Heydon. The report contained allegations of bribery, extortion, kickbacks, blackmail, intimidation and collusion with organised criminals in a wide range of industries and unions.
For evidence of the sorts of behaviour that we are talking about, you need to look no further than the extraordinary criminal record of Victoria's state secretary of the CFMEU, John Setka. He has been convicted and fined in relation to more than 40 charges—offences such as theft, assault, blackmail, criminal damage and assaulting police. But this criminal and corrupt behaviour is not isolated to a few rogue union officials, like the Labor Party would like us to believe; it is widespread and ingrained in union culture. The royal commission made 93 referrals to agencies, many of which were criminal referrals.
The coalition will not tolerate corruption, criminality and organised crime links within the union movement. Some union officials—and this is very clear—either facilitate that corruption or are complicit in those activities. Criminal acts and association with serious criminals and outlaw motorcycle gangs is not acceptable for organisations charged with protecting the rights of their members. Hardworking and decent Australians are entitled to go to work free from fear and intimidation. That is why the government established a joint police task force in New South Wales, Queensland, Victoria and the ACT to investigate and expose potential illegal activity uncovered during the royal commission. Eleven defendants are currently before the courts, and charges include providing false evidence, obstruction of Commonwealth officials, common assault, breach of bail and blackmail.
Equally troubling evidence heard before the commission includes numerous examples of gross mismanagement and unauthorised use of union members' funds—for example, to buy box tickets to a Kiss concert, to buy Tiffany bracelets or, in some cases, to buy luxury cars. Labor have a very clear choice. They can continue to turn a blind eye to this sort of activity or they can join with us and stand for decency and rule of law. (Time expired)"
The SPEAKER,"The members for Barker and Melbourne Ports keep interjecting across the chamber in a conversation. They can both leave under 94(a).
The members for Barker and Melbourne Ports then left the chamber."
Ms PLIBERSEK ,"My question is to the Prime Minister. Isn't it the case that, by not addressing what the Treasurer calls 'excesses' in negative gearing, the Prime Minister is choosing to protect tax breaks for people buying their seventh home, or their 10th or their 30th, over protecting Medicare and Australia's universal healthcare system?"
Mr TURNBULL ,"Let me detail the Labor Party's policy that the honourable member seeks to defend. The Labor Party's policy makes it clear that Labor will limit negative gearing to new housing from 1 July 2017, and investments made before this date will not be affected and will be grandfathered. It defines negative gearing as the situations where investors make an investment, mostly in property, that loses money in the short term in the expectation of making gains in the future, and the investor can deduct any losses associated with the investment from their salary and wage income.
The assumption, I think, that honourable members and, clearly, the public had made was that, when Labor said they will limit negative gearing to new housing, they meant new housing as distinct from established housing. But it is clear that the Labor Party's proposal is to outlaw negative gearing from new investments in any other asset classes apart from new housing. Indeed, only today the shadow Treasurer said in his critique of the BIS report: 'They say that investment will be sucked out of property because you'll still be able to invest and negatively gear in shares and other assets. That's just wrong—wrong, in fact.' He said: 'Labor's policy is clear. You will be able to gear into new real properties but not into the asset classes which they are saying you can under Labor's policy.'
What this means is that, under the cover of a policy document that refers to housing affordability, you have an extraordinary restriction on Australians' ability to invest. Negative gearing is just income tax 101: the interest on a loan incurred to buy an income-producing asset can be offset against other income. That is basic income tax principles. What this document does is restrict the ability of every Australian to invest in any other asset class apart from new residential property and claim a net loss against their other income. So no more business partnerships unless you want to run the risk of paying for the losses out of after-tax income; no more investing in businesses or in setting up a company. It might be a couple of tradesmen or tradeswomen setting up a company. They will not be able to do that because, if they borrow money to buy the shares and they do not get enough dividends to offset the interest, they will not be able to deduct against income. This is an extraordinary assault on economic freedom. (Time expired)"
NA,Mr Pyne interjecting—
The SPEAKER,The Leader of the House will cease interjecting.
Ms PRICE ,"My question is to the Minister for Small Business and Assistant Treasurer. Will the minister outline how the defence white paper and defence industry policy statement are supporting Australian small businesses to grow, create jobs and help with the transition of the economy?"
