name,text
Leader of the OppositionMr ABBOTT,"Since this parliament last met Australia has lost five fine soldiers. I join with the Prime Minister in mourning the loss of Private Nathan Bewes, Trooper Jason Brown, Private Tomas Dale, Private Grant Kirby and Lance Corporal Jared MacKinney—all fine soldiers, all serving their country and all now lost in the war in Afghanistan. They were professional soldiers. They were dedicated to the Army, they lived for the Army and they died for their country. We mourn their deaths and we support the mission on which they were embarked.I join with the Prime Minister in stating and restating the support of the coalition for the cause for which they were fighting. Like the Prime Minister I remind the House that there is no such thing as a risk-free conflict. There is no such thing as risk-free combat. A serious country with serious armed forces has to be prepared to take casualties if the cause is just, and this is a just cause. Helping to build a more stable society in Afghanistan is a good cause; helping to train the Afghan National Army is a good cause; helping to build decent civil institutions is a good cause; helping to promote ordinary human decencies in a troubled country is a good cause; and trying to deny Afghanistan as a base to those who would do us harm in Australia is undeniably in Australia’s national interest and is fully supported by the coalition which I lead.Our armed forces in Afghanistan have a hard job and a dangerous job, and let’s not kid ourselves: it may well be a long job. As the Prime Minister said, they will not stay longer than is necessary but we should not pretend that it may not be a long and difficult task. As the Prime Minister said, we have lost five fine men but we best honour their memory by staying the course on which they were embarked. We mourn with their families. We mourn their passing but we celebrate their lives and we celebrate their cause."
Minister for DefenceMr STEPHEN SMITH,"It is a sad honour to speak on this condolence motion. It is an honour as Minister for Defence to commend the service of five brave young Australians serving in Afghanistan but it is a sad one as we are tragically reminded that these men are sons, brothers, husbands and fathers. They were also the great mates of men and women in the Australian Defence Force, in particular those who were in Afghanistan facing the same risks as these five Australians. I met with some of them last week while visiting Australian personnel working as part of the International Security Assistance Force—ISAF—in Oruzgan province in Afghanistan. In Afghanistan last week, I was particularly pleased to again hear that Australian personnel are highly valued and respected for their effectiveness and their conduct, including their interaction at the local community level as they continue to work not just in Australia’s national interest but in the international community’s interest as they seek to stare down on our behalf international terrorism.The families of Private Nathan Bewes, Trooper Jason Brown, Private Tomas Dale, Private Grant Kirby and Lance Corporal Jared MacKinney can be proud in knowing that their boys were highly regarded colleagues and very effective soldiers. This condolence motion will remind them of their great and tragic loss but it is also an opportunity for this parliament and our nation to commemorate their service to our country. While their families will remember these men for more and very personal reasons, we will remember them as brave young Australians who served our country and served it well.Mr Speaker, I make some remarks about the five. On 9 July 2010 Private Nathan Bewes was tragically killed by an improvised explosive device while part of a dismounted patrol in the Chora Valley region in Oruzgan province in Afghanistan. He was 23 years old. Born in Kogarah, New South Wales, in 1986, Private Bewes joined the Army in 2005. He was qualified in direct fire support weapons, combat first aid and as a driver of the protected mobility vehicle. Private Bewes completed a deployment to East Timor in 2006 and was on his second deployment with the First Mentoring Task Force in Afghanistan at the time of his death. His father stated:The army was his life-long passion. It was all he wanted to do.On 13 August 2010, Trooper Jason Brown died as a result of multiple gunshot wounds sustained during an engagement with Taliban insurgents in the Kandahar province of Afghanistan. He was 29 years old. Born in Sydney, Trooper Brown joined the Army in 2000. Trooper Brown completed deployments in East Timor in 2001, 2003 and 2006. He was deployed in June of this year for the first time to Afghanistan as a member of the Special Operations Task Group. Trooper Brown was an outstanding career soldier. His father stated that he was ‘born to be a soldier.’Private Thomas Dale was serving in the First Mentoring Task Force when he was killed in action as a result of the explosion of an improvised explosive device on Friday, 20 August this year. He was 21 years old. Private Dale was born in Lancashire in the United Kingdom in 1989. He immigrated to Australia with his family in 2003 and lived in Adelaide. He joined the Army in 2007. After successfully completing his recruit and infantry basic training, he was posted to the 6th Battalion, the Royal Australian Regiment. This was Private Dale’s first operational deployment. Private Dale was an outstanding soldier. His family stated:Tomas loved the Army and it was all he wanted to do from an early age. He knew the risks from going overseas but he was willing to take that risk for the cause he believed in.Private Grant Kirby was serving with the First Mentoring Task Force when he was tragically killed in action as a result of the explosion of an improvised explosive device on Friday, 20 August of this year. He was 35 years old. Private Kirby was born in Nambour, Queensland, in 1975. He joined the Army in 2006. This was Private Kirby’s first deployment to Afghanistan. It was, however, his second deployment to the Middle East. He had previously deployed to Iraq and also to East Timor. Private Kirby was an outstanding career soldier. His father said that his son always had been keen to be in the Army—and I quote his father:In fact after suffering shin splints in his first attempt to join, he stuck with it and successfully tried again.Lance Corporal Jared MacKinney. On 24 August this year, Lance Corporal Jared MacKinney was tragically killed. He was conducting a dismounted patrol in the Tangi Valley area of Deh Rawud when fired on by a number of insurgents. He was aged 28. Lance Corporal MacKinney was born in Canberra in 1982. He joined the Army in 2002 and, in the same year, successfully completed his recruit training. He was qualified as a commander and driver of the protected mobility vehicle, an Assault Pioneer and a sniper. This was his third deployment to the Middle East and his second to Afghanistan. His mother said:He was patriotic. He was a dedicated soldier who was realistic about the risks.These five men had much in common. They were all men of honour. They all served their nation with distinction and courage. They were all cherished by those they loved. And they will always have the gratitude of this parliament and our nation."
Mr ROBERT,"I join with the Prime Minister, the Leader of the Opposition and the Minister for Defence in offering my heartfelt condolences to the families of five warriors slain on the battlefield—Private Bewes, Trooper Brown. Private Dale, Private Kirby and Lance Corporal MacKinney. They leave behind four wives and partners, four children and numerous siblings and parents. These men were doing what their nation asked of them, and it is therefore entirely appropriate that we all take measure of their sacrifice here today.It was not so long ago that, under similar joyless circumstances, this House recounted the lives and tragic deaths of private Timothy Aplin, Private Benjamin Chuck and Private Scott Travers Palmer. Not long before that we remembered the lives of Sapper Jacob Moerland and Sapper Darren Smith, two sappers who the member for Paterson and I met personally in Afghanistan in April as they showed us their gear and spoke of their responsibilities, all whilst the sun shone down on the Australian flag they wore proudly on their shoulders.Today as we gather in this place we again pause to remember those who have given their lives freely for their country—four infantrymen from the 6th Battalion of the Royal Australian Regiment and one trooper from the Special Air Service Regiment—five Australians, fallen warriors who have paid the ultimate price so our world can dare to dream of a life free from terrorism and Afghans can dare to dream of a life like ours. George Orwell once said that we sleep safe in our beds because rough men stand ready in the night to visit violence on those who would do us harm. The sacrifice of these men is not in vain. They are a beacon of inspiration to others to provide a better future for the people of Afghanistan. They stand tall as men who believed that all people, wherever they may live, should have the opportunity to live in a world free from violence, intimidation and repression.Though it can only ever be a small comfort, these men died doing what they loved, serving their country in uniform beside their mates, asking no quarter and giving none, believing in the rightness of their cause. They were five highly professional, skilled and dedicated soldiers. They knew the great dangers; they accepted the great sacrifices, and they served in the fine traditions of our country, knowing that the only way that evil prospers is if good men and women do nothing. These five warriors will never share a place with those souls that stand by in ambivalence. Their place will be forever one of honour. They were soldiers. If freedom is indeed the sure possession of those alone who have the courage to defend it, then these five stand tall in our nation’s history. The ancient warrior statesman and king Pericles, who founded the Athenian nation 2,500 years ago and led that nation during the first two years of the Peloponnesian War, stated:What you leave behind is not what is engraved in stone monuments, but what is woven into the lives of others.Lads, your families will never forget you. Your mates will always honour you and this nation thanks you and salutes you."
Mr WINDSOR,"On behalf of the cross-benchers I would like to extend the sympathies of the electorates that we represent and join with others in this condolence motion. I think on a day like today when we are celebrating democracy, we can really feel for the families of these five young men who were there defending democracy and representing this nation. I have a saying that I use from time to time which I think may be somewhat appropriate to both occasions. It is that the world is run by those who turn up. We think we turn up—and we do to influence the world around us and to determine policy et cetera—but these young men really turned up for the thing that we represent and what they and our governments have believed is worth fighting and dying for. I do pay my personal respects and the respects of all our constituents to the families of these five young soldiers."
The SPEAKER,Order! As a mark of respect I invite honourable members to rise in their places.Honourable members having stood in their places—
The SPEAKER,"I thank honourable members.Debate (on motion by
Mr Albanese) adjourned.Mr ALBANESE—Leader of the House)—by leave—I move:That the resumption of the debates on the Prime Minister’s motion of condolence in connection with the deaths of Private Nathan Bewes, Trooper Jason Brown, Private Tomas Dale, Private Grant Kirby and Lance Corporal Jared MacKinney, be referred to the Main Committee.Question agreed to.Mr ALBANESE—Leader of the House)—I present a chart showing the programs of sittings for 2010. Copies of the program have been placed on the table. I seek leave to move that the program be agreed to.Leave granted."
Mr ALBANESE,I move:That the program of sittings for 2011 be agreed to.Question agreed to.
Minister for DefenceMr STEPHEN SMITH,"On indulgence, Mr Speaker: on 14 September this year I received an email from my brother-in-law congratulating me on my appointment as Minister for Defence. The email drew to my attention the possibility that there may be potential for a conflict of interest arising as a result of his employment. He is currently a Unisys employee working in Defence as a defence communications facility manager.Following receipt of this email, I sought advice from the Secretary of the Department of Defence on the implications and on any steps that might be necessary to help ensure that no conflict-of-interest issues arise. The secretary has advised that my brother-in-law manages a small team of Unisys contractors on behalf of Unisys under a contract that runs from October 2009 to October 2014. While the overall Unisys contract is worth some $45 million per annum, I am advised that the relevant component is nearly $8 million per annum. The Secretary of the Department of Defence has also advised that my brother-in-law’s position is not one that is able to affect the way Defence manages the contract and, further, that Defence will ensure that he is not involved in any future contract negotiations.In the circumstances, the secretary has advised that it is unlikely that my brother-in-law’s role creates any direct conflict in respect of my responsibilities. Nevertheless, erring on the side of caution and to help ensure that a perception of conflict of interest does not arise in the future, I have written to the Prime Minister detailing arrangements put in place at the advice of the Secretary of the Department of Defence. These include that Defence and the Defence Materiel Organisation will ensure that my office and I are not involved in any significant procurement or contract related decisions involving Unisys—noting that procurements of low value or sensitivity would not be briefed to ministers in any event—and, in particular, that Defence and the Defence Materiel Organisation will ensure that I am not sent or copied into any submission relating to any such procurement or contract, including submissions for noting.I propose to table a copy of this letter for the information of the House. I will also include reference to this matter in my statement of private interests that I am required to lodge with the Prime Minister and in my statement of registrable interests to the House. I have provided this detail to the shadow minister who represents the shadow minister for defence in this place. I table the letter that I have referred to."
Minister for Defence MaterielMr CLARE,"On indulgence, Mr Speaker: before being sworn in as the Minister for Defence Materiel, I advised the Minister for Defence that my brother works for a company that indirectly provides products to the Australian Defence Force."
Mr Pyne,"I rise on a point of order, Mr Speaker. Just for the clarity of the House in this parliament, on what basis are these matters being declared to be matters of indulgence from the Speaker, when matters of indulgence are usually something like condolence on the death of a soldier and so forth? These matters would be quite properly dealt with by writing to the Clerk or advising the opposition rather than by taking the time of the House. We have received no notice of these indulgences at all. While we are aware of the sensitivity involving the former Minister for Defence—"
The SPEAKER,The Manager of Opposition Business will resume his seat.
Mr Stephen Smith,"Mr Speaker, I would like to speak on the point of order."
The SPEAKER,"There is no point of order, because there is no point of order to an indulgence. Old paradigm, new paradigm, I indicate to the House that I will allow these two indulgences but they could be the last indulgences we get if there is not cooperation across the chamber about these matters."
Mr Pyne interjecting,
The SPEAKER,"Yet again, in the 43rd Parliament, the Manager of Opposition Business, who wants to be loved, makes it very hard. If he wants me to give him a little bit of credit for something, he should just sit there quietly. I am just saying that I am happy for these matters, now that we have asked—"
Mr Stephen Smith interjecting,
The SPEAKER,"The Minister for Defence will also learn that he cannot sit there interjecting like that. He has got to understand that this was done by indulgence. It could have quite easily been done by leave and all the 150 members of the House would have been involved. In doing it this way, the indulgence is granted by the chair. I am allowing it but I will not be allowing indulgence if I do not think that there has been cooperation. The Minister for Defence Materiel has the call."
Mr CLARE,"Matthew Clare, my brother, is the Queensland sales manager of MPM Marketing, which is a supplier of disposable food service products. MPM Marketing is a preferred supplier of Serco Sodexo, which is contracted to supply the Australian Defence Force.The Minister for Defence has sought advice from the Secretary of the Department of Defence on what controls should be implemented to help ensure no conflict-of-interest issues arise. Dr Ian Watt, the secretary of the department, has advised that MPM Marketing does not hold any contracts with Defence or DMO in its own right and that contracts with Serco Sodexo are primarily managed not by the DMO but by the Defence Support Group. The secretary has therefore advised that it is unlikely that I will be put into a position of conflict with respect to my portfolio responsibilities. Nevertheless, erring on the side of caution and to help ensure no conflict can arise, the secretary has recommended that a number of controls be implemented by the department and within my office.The Minister for Defence and I have written to the Prime Minister detailing these controls. A copy of these letters is tabled for the information of the House. I will also ensure that this information is included in my statement of private interests that I am required to lodge with the Prime Minister and the statement of registrable interests that all members are required to provide to the House Register of Members’ Interests within 28 days of being sworn in as a member. I table those letters.House adjourned at 6.30 pmThe following
notices were
given:"
NA,"Dr Mike Kelly
to present a bill for an act to amend various acts relating to fisheries, and for related purposes."
NA,"Mr Stephen Smith
to present a bill for an act to amend the Defence Act 1903, and for related purposes."
NA,"Mr Garrett
to present a bill for an act to amend legislation relating to higher education, and for related purposes."
NA,"Ms Kate Ellis
to present a bill for an act to amend the law relating to family assistance, and for related purposes."
NA,"Ms Macklin
to present a bill for an act to provide for the recognition of carers, and for related purposes."
NA,"Ms Roxon
to present a bill for an act to establish the Australian National Preventive Health Agency, and for related purposes."
NA,"Ms Roxon
to present a bill for an act to amend the National Health Act 1953, and for related purposes."
NA,"Ms Roxon
to present a bill for an act relating to the National Health and Hospitals Network, and for other purposes."
NA,"Mr Garrett
to present a bill for an act to amend the Tradex Scheme Act 1999, and for other purposes."
NA,"Mr Martin Ferguson
to present a bill for an act to amend the Offshore Petroleum and Greenhouse Gas Storage Act 2006, and for other purposes."
NA,"Mr Bradbury
to present a bill for an act to amend the law relating to corporations, and for related purposes."
NA,"Mr Bradbury
to present a bill for an act to amend the law relating to claims against corporations, and for related purposes."
NA,"Mr Burke
to present a bill for an act to amend the Ozone Protection and Synthetic Greenhouse Gas Management Act 1989, and for related purposes."
NA,"Mr Crean
to present a bill for an act to amend the law relating to Norfolk Island, Christmas Island and the Cocos (Keeling) Islands, and for other purposes."
